TypeNum:72, icd_code:D_428.0, Count:4581, avg_rank:5.817944, Accuracy:0.967693
TypeNum:3752, icd_code:D_751.69, Count:3, avg_rank:1270.666667, Accuracy:0.000000
TypeNum:2071, icd_code:D_542, Count:3, avg_rank:2718.000000, Accuracy:0.000000
TypeNum:919, icd_code:D_345.01, Count:3, avg_rank:1901.000000, Accuracy:0.000000
TypeNum:2848, icd_code:D_E826.1, Count:3, avg_rank:1229.000000, Accuracy:0.000000
TypeNum:1530, icd_code:D_410.51, Count:3, avg_rank:1027.666667, Accuracy:0.000000
TypeNum:3848, icd_code:D_V85.31, Count:3, avg_rank:1742.666667, Accuracy:0.000000
TypeNum:1900, icd_code:D_958.7, Count:3, avg_rank:1448.333333, Accuracy:0.000000
TypeNum:4310, icd_code:D_444.09, Count:3, avg_rank:2588.666667, Accuracy:0.000000
TypeNum:2618, icd_code:D_127.2, Count:3, avg_rank:1363.666667, Accuracy:0.000000
TypeNum:826, icd_code:D_574.01, Count:3, avg_rank:1495.333333, Accuracy:0.000000
TypeNum:1706, icd_code:D_860.0, Count:3, avg_rank:3587.666667, Accuracy:0.000000
TypeNum:1582, icd_code:D_270.0, Count:3, avg_rank:1482.666667, Accuracy:0.000000
TypeNum:2833, icd_code:D_273.9, Count:3, avg_rank:1031.666667, Accuracy:0.000000
TypeNum:3463, icd_code:D_V16.2, Count:3, avg_rank:2927.666667, Accuracy:0.000000
TypeNum:2254, icd_code:D_555.0, Count:3, avg_rank:2282.666667, Accuracy:0.000000
TypeNum:2285, icd_code:D_807.03, Count:3, avg_rank:2186.000000, Accuracy:0.000000
TypeNum:3814, icd_code:D_362.74, Count:3, avg_rank:1976.333333, Accuracy:0.000000
TypeNum:2638, icd_code:D_722.73, Count:3, avg_rank:3081.000000, Accuracy:0.000000
TypeNum:1395, icd_code:D_464.10, Count:3, avg_rank:262.333333, Accuracy:0.000000
TypeNum:2811, icd_code:D_757.33, Count:3, avg_rank:626.000000, Accuracy:0.000000
TypeNum:2700, icd_code:D_751.7, Count:3, avg_rank:521.333333, Accuracy:0.000000
TypeNum:3555, icd_code:D_309.4, Count:3, avg_rank:2144.333333, Accuracy:0.000000
TypeNum:3685, icd_code:D_413.1, Count:3, avg_rank:2371.333333, Accuracy:0.000000
TypeNum:2238, icd_code:D_V15.2, Count:3, avg_rank:2653.333333, Accuracy:0.000000
TypeNum:2740, icd_code:D_E938.2, Count:3, avg_rank:1849.666667, Accuracy:0.000000
TypeNum:3626, icd_code:D_200.40, Count:3, avg_rank:1955.333333, Accuracy:0.000000
TypeNum:3642, icd_code:D_873.40, Count:3, avg_rank:1357.000000, Accuracy:0.000000
TypeNum:3822, icd_code:D_718.31, Count:3, avg_rank:1662.333333, Accuracy:0.000000
TypeNum:4236, icd_code:D_726.0, Count:3, avg_rank:3495.000000, Accuracy:0.000000
TypeNum:531, icd_code:D_226, Count:3, avg_rank:1325.333333, Accuracy:0.000000
TypeNum:4636, icd_code:D_327.42, Count:3, avg_rank:1311.333333, Accuracy:0.000000
TypeNum:3772, icd_code:D_780.50, Count:3, avg_rank:1314.000000, Accuracy:0.000000
TypeNum:776, icd_code:D_V15.07, Count:3, avg_rank:1697.666667, Accuracy:0.000000
TypeNum:955, icd_code:D_277.9, Count:3, avg_rank:3060.666667, Accuracy:0.000000
TypeNum:871, icd_code:D_611.79, Count:3, avg_rank:1693.333333, Accuracy:0.000000
TypeNum:1498, icd_code:D_V86.0, Count:3, avg_rank:742.000000, Accuracy:0.000000
TypeNum:2303, icd_code:D_881.00, Count:3, avg_rank:2075.000000, Accuracy:0.000000
TypeNum:3535, icd_code:D_957.1, Count:3, avg_rank:976.666667, Accuracy:0.000000
TypeNum:2081, icd_code:D_996.47, Count:3, avg_rank:1171.000000, Accuracy:0.000000
TypeNum:3077, icd_code:D_770.82, Count:3, avg_rank:1222.666667, Accuracy:0.333333
TypeNum:2606, icd_code:D_438.12, Count:3, avg_rank:2246.666667, Accuracy:0.000000
TypeNum:2993, icd_code:D_781.8, Count:3, avg_rank:2199.666667, Accuracy:0.000000
TypeNum:1093, icd_code:D_117.7, Count:3, avg_rank:1803.666667, Accuracy:0.000000
TypeNum:1099, icd_code:D_279.49, Count:3, avg_rank:2290.333333, Accuracy:0.000000
TypeNum:1285, icd_code:D_733.15, Count:3, avg_rank:794.666667, Accuracy:0.000000
TypeNum:2005, icd_code:D_805.06, Count:3, avg_rank:1536.000000, Accuracy:0.000000
TypeNum:2109, icd_code:D_379.43, Count:3, avg_rank:2070.333333, Accuracy:0.000000
TypeNum:2710, icd_code:D_801.01, Count:3, avg_rank:1249.000000, Accuracy:0.000000
TypeNum:2969, icd_code:D_709.01, Count:3, avg_rank:1951.666667, Accuracy:0.000000
TypeNum:2630, icd_code:D_550.11, Count:3, avg_rank:2055.666667, Accuracy:0.000000
TypeNum:2827, icd_code:D_153.0, Count:3, avg_rank:2322.666667, Accuracy:0.000000
TypeNum:2808, icd_code:D_905.3, Count:3, avg_rank:3219.333333, Accuracy:0.000000
TypeNum:1735, icd_code:D_292.9, Count:3, avg_rank:2030.333333, Accuracy:0.000000
TypeNum:2349, icd_code:D_277.1, Count:3, avg_rank:1915.333333, Accuracy:0.000000
TypeNum:1884, icd_code:D_414.11, Count:3, avg_rank:3014.666667, Accuracy:0.000000
TypeNum:3396, icd_code:D_812.01, Count:3, avg_rank:1895.000000, Accuracy:0.000000
TypeNum:3291, icd_code:D_302.50, Count:3, avg_rank:1477.666667, Accuracy:0.000000
TypeNum:1071, icd_code:D_824.2, Count:3, avg_rank:2148.000000, Accuracy:0.000000
TypeNum:1708, icd_code:D_722.4, Count:3, avg_rank:2013.666667, Accuracy:0.000000
TypeNum:1340, icd_code:D_273.0, Count:3, avg_rank:1789.000000, Accuracy:0.000000
TypeNum:1826, icd_code:D_472.0, Count:3, avg_rank:2137.333333, Accuracy:0.000000
TypeNum:614, icd_code:D_530.4, Count:3, avg_rank:1636.333333, Accuracy:0.000000
TypeNum:1778, icd_code:D_376.01, Count:3, avg_rank:2515.000000, Accuracy:0.000000
TypeNum:2734, icd_code:D_041.2, Count:3, avg_rank:2298.333333, Accuracy:0.000000
TypeNum:1918, icd_code:D_575.3, Count:3, avg_rank:1598.666667, Accuracy:0.000000
TypeNum:1263, icd_code:D_054.3, Count:3, avg_rank:3152.333333, Accuracy:0.000000
TypeNum:964, icd_code:D_358.1, Count:3, avg_rank:2294.666667, Accuracy:0.000000
TypeNum:890, icd_code:D_V63.2, Count:3, avg_rank:1389.000000, Accuracy:0.000000
TypeNum:3808, icd_code:D_V26.52, Count:3, avg_rank:2619.666667, Accuracy:0.000000
TypeNum:1258, icd_code:D_E853.8, Count:3, avg_rank:1280.000000, Accuracy:0.000000
TypeNum:2959, icd_code:D_601.2, Count:3, avg_rank:1841.333333, Accuracy:0.000000
TypeNum:2047, icd_code:D_410.61, Count:3, avg_rank:1393.333333, Accuracy:0.000000
TypeNum:2446, icd_code:D_965.8, Count:3, avg_rank:4188.000000, Accuracy:0.000000
TypeNum:1774, icd_code:D_825.25, Count:3, avg_rank:2231.000000, Accuracy:0.000000
TypeNum:3255, icd_code:D_120.9, Count:3, avg_rank:994.333333, Accuracy:0.000000
TypeNum:4574, icd_code:D_E938.5, Count:3, avg_rank:1643.666667, Accuracy:0.000000
TypeNum:2464, icd_code:D_451.83, Count:3, avg_rank:1321.333333, Accuracy:0.000000
TypeNum:3193, icd_code:D_532.70, Count:3, avg_rank:2706.333333, Accuracy:0.000000
TypeNum:2980, icd_code:D_V58.49, Count:3, avg_rank:621.666667, Accuracy:0.000000
TypeNum:4075, icd_code:D_477.8, Count:3, avg_rank:1403.333333, Accuracy:0.000000
TypeNum:2190, icd_code:D_564.7, Count:3, avg_rank:3225.000000, Accuracy:0.000000
TypeNum:2413, icd_code:D_435.8, Count:3, avg_rank:1513.000000, Accuracy:0.000000
TypeNum:3345, icd_code:D_279.4, Count:3, avg_rank:1948.333333, Accuracy:0.000000
TypeNum:2391, icd_code:D_196.6, Count:3, avg_rank:1447.000000, Accuracy:0.000000
TypeNum:2819, icd_code:D_964.2, Count:3, avg_rank:3321.000000, Accuracy:0.000000
TypeNum:3316, icd_code:D_812.40, Count:3, avg_rank:1659.666667, Accuracy:0.000000
TypeNum:3992, icd_code:D_205.11, Count:3, avg_rank:2502.333333, Accuracy:0.000000
TypeNum:1642, icd_code:D_V54.11, Count:3, avg_rank:1745.000000, Accuracy:0.000000
TypeNum:2263, icd_code:D_362.30, Count:3, avg_rank:3674.000000, Accuracy:0.000000
TypeNum:1729, icd_code:D_608.9, Count:3, avg_rank:2580.000000, Accuracy:0.000000
TypeNum:2527, icd_code:D_461.8, Count:3, avg_rank:720.666667, Accuracy:0.000000
TypeNum:898, icd_code:D_440.30, Count:3, avg_rank:1436.333333, Accuracy:0.000000
TypeNum:2455, icd_code:D_733.16, Count:3, avg_rank:2461.000000, Accuracy:0.000000
TypeNum:1952, icd_code:D_705.1, Count:3, avg_rank:1335.333333, Accuracy:0.000000
TypeNum:1779, icd_code:D_370.00, Count:3, avg_rank:1701.333333, Accuracy:0.000000
TypeNum:3957, icd_code:D_359.71, Count:3, avg_rank:1287.000000, Accuracy:0.000000
TypeNum:2999, icd_code:D_158.8, Count:3, avg_rank:1910.000000, Accuracy:0.000000
TypeNum:2378, icd_code:D_924.01, Count:3, avg_rank:1235.333333, Accuracy:0.000000
TypeNum:4306, icd_code:D_207.80, Count:3, avg_rank:947.333333, Accuracy:0.000000
TypeNum:2352, icd_code:D_368.40, Count:3, avg_rank:2065.333333, Accuracy:0.000000
TypeNum:2857, icd_code:D_821.01, Count:3, avg_rank:1988.333333, Accuracy:0.000000
TypeNum:1929, icd_code:D_533.70, Count:3, avg_rank:2134.666667, Accuracy:0.000000
TypeNum:2357, icd_code:D_461.0, Count:3, avg_rank:2612.333333, Accuracy:0.000000
TypeNum:1011, icd_code:D_357.82, Count:3, avg_rank:1791.666667, Accuracy:0.000000
TypeNum:3233, icd_code:D_202.70, Count:3, avg_rank:1347.666667, Accuracy:0.000000
TypeNum:2884, icd_code:D_801.30, Count:3, avg_rank:1517.000000, Accuracy:0.000000
TypeNum:3229, icd_code:D_996.88, Count:3, avg_rank:3329.000000, Accuracy:0.000000
TypeNum:987, icd_code:D_518.7, Count:3, avg_rank:2294.333333, Accuracy:0.000000
TypeNum:1775, icd_code:D_333.6, Count:3, avg_rank:1332.666667, Accuracy:0.000000
TypeNum:2866, icd_code:D_027.0, Count:3, avg_rank:1761.666667, Accuracy:0.000000
TypeNum:2294, icd_code:D_007.4, Count:3, avg_rank:1620.333333, Accuracy:0.000000
TypeNum:3249, icd_code:D_E935.3, Count:3, avg_rank:2196.666667, Accuracy:0.000000
TypeNum:3905, icd_code:D_306.9, Count:3, avg_rank:1697.000000, Accuracy:0.000000
TypeNum:2456, icd_code:D_380.4, Count:3, avg_rank:1642.666667, Accuracy:0.000000
TypeNum:1563, icd_code:D_289.82, Count:3, avg_rank:2135.000000, Accuracy:0.000000
TypeNum:810, icd_code:D_149.0, Count:3, avg_rank:2784.666667, Accuracy:0.000000
TypeNum:1883, icd_code:D_286.5, Count:3, avg_rank:2970.000000, Accuracy:0.000000
TypeNum:2733, icd_code:D_344.30, Count:3, avg_rank:2910.666667, Accuracy:0.000000
TypeNum:3721, icd_code:D_304.81, Count:3, avg_rank:1958.666667, Accuracy:0.000000
TypeNum:4103, icd_code:D_200.10, Count:3, avg_rank:2610.333333, Accuracy:0.000000
TypeNum:3514, icd_code:D_358.9, Count:3, avg_rank:1363.666667, Accuracy:0.000000
TypeNum:4183, icd_code:D_V04.81, Count:3, avg_rank:2663.666667, Accuracy:0.000000
TypeNum:2399, icd_code:D_756.51, Count:3, avg_rank:1192.333333, Accuracy:0.000000
TypeNum:3532, icd_code:D_625.6, Count:3, avg_rank:2770.666667, Accuracy:0.000000
TypeNum:2908, icd_code:D_747.61, Count:3, avg_rank:2655.333333, Accuracy:0.000000
TypeNum:2944, icd_code:D_788.99, Count:3, avg_rank:2837.666667, Accuracy:0.000000
TypeNum:3942, icd_code:D_977.8, Count:3, avg_rank:2747.000000, Accuracy:0.000000
TypeNum:2685, icd_code:D_519.9, Count:3, avg_rank:2692.000000, Accuracy:0.000000
TypeNum:3388, icd_code:D_571.49, Count:3, avg_rank:3595.000000, Accuracy:0.000000
TypeNum:1734, icd_code:D_148.1, Count:3, avg_rank:2602.666667, Accuracy:0.000000
TypeNum:2027, icd_code:D_512.0, Count:3, avg_rank:3141.666667, Accuracy:0.000000
TypeNum:2966, icd_code:D_E930.3, Count:3, avg_rank:2938.000000, Accuracy:0.000000
TypeNum:1463, icd_code:D_948.00, Count:3, avg_rank:2093.333333, Accuracy:0.000000
TypeNum:1961, icd_code:D_608.83, Count:3, avg_rank:2195.666667, Accuracy:0.000000
TypeNum:2817, icd_code:D_305.70, Count:3, avg_rank:2504.000000, Accuracy:0.000000
TypeNum:239, icd_code:D_453.50, Count:3, avg_rank:3912.000000, Accuracy:0.000000
TypeNum:943, icd_code:D_323.8, Count:3, avg_rank:2772.000000, Accuracy:0.000000
TypeNum:2241, icd_code:D_826.0, Count:3, avg_rank:2491.666667, Accuracy:0.000000
TypeNum:1173, icd_code:D_276.61, Count:3, avg_rank:2551.000000, Accuracy:0.000000
TypeNum:2411, icd_code:D_478.75, Count:3, avg_rank:2305.333333, Accuracy:0.000000
TypeNum:3735, icd_code:D_139.8, Count:3, avg_rank:1853.000000, Accuracy:0.000000
TypeNum:2249, icd_code:D_359.89, Count:3, avg_rank:1053.333333, Accuracy:0.000000
TypeNum:2585, icd_code:D_971.3, Count:3, avg_rank:1633.000000, Accuracy:0.000000
TypeNum:4218, icd_code:D_480.2, Count:3, avg_rank:2770.000000, Accuracy:0.000000
TypeNum:1934, icd_code:D_996.39, Count:3, avg_rank:2759.333333, Accuracy:0.000000
TypeNum:2182, icd_code:D_V17.1, Count:3, avg_rank:3544.333333, Accuracy:0.000000
TypeNum:2296, icd_code:D_569.9, Count:3, avg_rank:1202.666667, Accuracy:0.000000
TypeNum:1901, icd_code:D_466.11, Count:3, avg_rank:1759.666667, Accuracy:0.000000
TypeNum:2925, icd_code:D_296.32, Count:3, avg_rank:2219.000000, Accuracy:0.000000
TypeNum:909, icd_code:D_805.04, Count:3, avg_rank:1693.000000, Accuracy:0.000000
TypeNum:2879, icd_code:D_908.9, Count:3, avg_rank:3579.333333, Accuracy:0.000000
TypeNum:1681, icd_code:D_204.01, Count:3, avg_rank:1511.333333, Accuracy:0.000000
TypeNum:3483, icd_code:D_310.9, Count:3, avg_rank:2438.000000, Accuracy:0.000000
TypeNum:3965, icd_code:D_458.1, Count:3, avg_rank:1815.000000, Accuracy:0.000000
TypeNum:3383, icd_code:D_728.2, Count:3, avg_rank:2342.666667, Accuracy:0.000000
TypeNum:2387, icd_code:D_972.9, Count:3, avg_rank:3143.666667, Accuracy:0.000000
TypeNum:2260, icd_code:D_701.1, Count:3, avg_rank:2610.666667, Accuracy:0.000000
TypeNum:1242, icd_code:D_807.2, Count:3, avg_rank:4100.000000, Accuracy:0.000000
TypeNum:4823, icd_code:D_253.1, Count:3, avg_rank:2695.333333, Accuracy:0.000000
TypeNum:4363, icd_code:D_E958.8, Count:3, avg_rank:1413.666667, Accuracy:0.000000
TypeNum:2835, icd_code:D_821.20, Count:3, avg_rank:2388.000000, Accuracy:0.000000
TypeNum:1550, icd_code:D_E852.8, Count:3, avg_rank:4027.666667, Accuracy:0.000000
TypeNum:2318, icd_code:D_482.84, Count:3, avg_rank:3268.000000, Accuracy:0.000000
TypeNum:986, icd_code:D_569.2, Count:3, avg_rank:2520.666667, Accuracy:0.000000
TypeNum:481, icd_code:D_996.56, Count:3, avg_rank:2774.333333, Accuracy:0.000000
TypeNum:2757, icd_code:D_569.86, Count:3, avg_rank:2172.666667, Accuracy:0.000000
TypeNum:3575, icd_code:D_718.49, Count:3, avg_rank:2457.000000, Accuracy:0.000000
TypeNum:1682, icd_code:D_V42.6, Count:3, avg_rank:1695.333333, Accuracy:0.000000
TypeNum:952, icd_code:D_265.1, Count:3, avg_rank:2534.333333, Accuracy:0.000000
TypeNum:3166, icd_code:D_706.8, Count:3, avg_rank:2636.333333, Accuracy:0.000000
TypeNum:3312, icd_code:D_235.7, Count:3, avg_rank:2267.000000, Accuracy:0.000000
TypeNum:2663, icd_code:D_E942.2, Count:3, avg_rank:3231.333333, Accuracy:0.000000
TypeNum:1476, icd_code:D_453.71, Count:3, avg_rank:2435.333333, Accuracy:0.000000
TypeNum:3777, icd_code:D_377.10, Count:3, avg_rank:3042.666667, Accuracy:0.000000
TypeNum:505, icd_code:D_622.11, Count:3, avg_rank:3457.666667, Accuracy:0.000000
TypeNum:3304, icd_code:D_327.21, Count:3, avg_rank:3520.666667, Accuracy:0.000000
TypeNum:1379, icd_code:D_E933.0, Count:3, avg_rank:1680.000000, Accuracy:0.000000
TypeNum:2852, icd_code:D_V55.5, Count:3, avg_rank:2352.333333, Accuracy:0.000000
TypeNum:3187, icd_code:D_287.9, Count:3, avg_rank:2330.333333, Accuracy:0.000000
TypeNum:3043, icd_code:D_821.23, Count:3, avg_rank:1736.000000, Accuracy:0.000000
TypeNum:2129, icd_code:D_873.64, Count:3, avg_rank:2597.333333, Accuracy:0.000000
TypeNum:4288, icd_code:D_V10.62, Count:3, avg_rank:3201.666667, Accuracy:0.000000
TypeNum:3776, icd_code:D_377.16, Count:3, avg_rank:2013.333333, Accuracy:0.000000
TypeNum:3433, icd_code:D_616.4, Count:3, avg_rank:2149.000000, Accuracy:0.000000
TypeNum:2891, icd_code:D_493.91, Count:3, avg_rank:1851.666667, Accuracy:0.000000
TypeNum:3323, icd_code:D_086.0, Count:3, avg_rank:2119.000000, Accuracy:0.000000
TypeNum:3324, icd_code:D_V02.53, Count:3, avg_rank:4160.000000, Accuracy:0.000000
TypeNum:2904, icd_code:D_608.89, Count:3, avg_rank:3058.333333, Accuracy:0.000000
TypeNum:4185, icd_code:D_282.3, Count:3, avg_rank:3171.666667, Accuracy:0.000000
TypeNum:4131, icd_code:D_V17.5, Count:3, avg_rank:3253.666667, Accuracy:0.000000
TypeNum:4026, icd_code:D_502, Count:2, avg_rank:2312.500000, Accuracy:0.000000
TypeNum:2846, icd_code:D_046.3, Count:2, avg_rank:3451.000000, Accuracy:0.000000
TypeNum:3867, icd_code:D_814.00, Count:2, avg_rank:2747.500000, Accuracy:0.000000
TypeNum:3517, icd_code:D_275.1, Count:2, avg_rank:3227.500000, Accuracy:0.000000
TypeNum:2774, icd_code:D_125.1, Count:2, avg_rank:2840.500000, Accuracy:0.000000
TypeNum:2838, icd_code:D_372.73, Count:2, avg_rank:3926.500000, Accuracy:0.000000
TypeNum:3340, icd_code:D_921.2, Count:2, avg_rank:4157.000000, Accuracy:0.000000
TypeNum:1835, icd_code:D_764.97, Count:2, avg_rank:943.500000, Accuracy:0.000000
TypeNum:2328, icd_code:D_428.1, Count:2, avg_rank:2752.000000, Accuracy:0.000000
TypeNum:4616, icd_code:D_531.10, Count:2, avg_rank:4286.000000, Accuracy:0.000000
TypeNum:2922, icd_code:D_289.51, Count:2, avg_rank:3365.500000, Accuracy:0.000000
TypeNum:2967, icd_code:D_746.89, Count:2, avg_rank:613.500000, Accuracy:0.000000
TypeNum:2570, icd_code:D_772.11, Count:2, avg_rank:1342.000000, Accuracy:0.000000
TypeNum:3370, icd_code:D_388.30, Count:2, avg_rank:3850.000000, Accuracy:0.000000
TypeNum:1561, icd_code:D_755.63, Count:2, avg_rank:4164.000000, Accuracy:0.000000
TypeNum:4703, icd_code:D_153.7, Count:2, avg_rank:1013.000000, Accuracy:0.000000
TypeNum:2410, icd_code:D_304.91, Count:2, avg_rank:4631.500000, Accuracy:0.000000
TypeNum:4143, icd_code:D_695.2, Count:2, avg_rank:4047.000000, Accuracy:0.000000
TypeNum:4742, icd_code:D_115.90, Count:2, avg_rank:3487.000000, Accuracy:0.000000
TypeNum:1755, icd_code:D_823.82, Count:2, avg_rank:3903.500000, Accuracy:0.000000
TypeNum:4062, icd_code:D_255.10, Count:2, avg_rank:1134.500000, Accuracy:0.000000
TypeNum:3742, icd_code:D_969.8, Count:2, avg_rank:1411.000000, Accuracy:0.000000
TypeNum:3745, icd_code:D_V58.73, Count:2, avg_rank:4735.000000, Accuracy:0.000000
TypeNum:2979, icd_code:D_770.8, Count:2, avg_rank:617.000000, Accuracy:0.000000
TypeNum:3784, icd_code:D_519.11, Count:2, avg_rank:3557.500000, Accuracy:0.000000
TypeNum:3307, icd_code:D_803.25, Count:2, avg_rank:3502.500000, Accuracy:0.000000
TypeNum:3041, icd_code:D_619.0, Count:2, avg_rank:1598.000000, Accuracy:0.000000
TypeNum:4375, icd_code:D_614.4, Count:2, avg_rank:3701.500000, Accuracy:0.000000
TypeNum:2439, icd_code:D_349.81, Count:2, avg_rank:3541.500000, Accuracy:0.000000
TypeNum:3893, icd_code:D_692.82, Count:2, avg_rank:3334.500000, Accuracy:0.000000
TypeNum:2660, icd_code:D_284.9, Count:2, avg_rank:3474.500000, Accuracy:0.000000
TypeNum:3874, icd_code:D_173.5, Count:2, avg_rank:1002.500000, Accuracy:0.000000
TypeNum:1058, icd_code:D_729.9, Count:2, avg_rank:3846.500000, Accuracy:0.000000
TypeNum:3355, icd_code:D_130.9, Count:2, avg_rank:4110.000000, Accuracy:0.000000
TypeNum:2242, icd_code:D_694.4, Count:2, avg_rank:2628.000000, Accuracy:0.000000
TypeNum:3977, icd_code:D_V17.0, Count:2, avg_rank:1663.000000, Accuracy:0.000000
TypeNum:2684, icd_code:D_289.8, Count:2, avg_rank:2737.000000, Accuracy:0.000000
TypeNum:3882, icd_code:D_147.8, Count:2, avg_rank:2129.000000, Accuracy:0.000000
TypeNum:2078, icd_code:D_723.8, Count:2, avg_rank:3652.500000, Accuracy:0.000000
TypeNum:4390, icd_code:D_524.60, Count:2, avg_rank:1704.000000, Accuracy:0.000000
TypeNum:4241, icd_code:D_921.0, Count:2, avg_rank:2557.500000, Accuracy:0.000000
TypeNum:3414, icd_code:D_473.2, Count:2, avg_rank:2992.000000, Accuracy:0.000000
TypeNum:2023, icd_code:D_715.80, Count:2, avg_rank:2458.000000, Accuracy:0.000000
TypeNum:2977, icd_code:D_607.82, Count:2, avg_rank:4765.500000, Accuracy:0.000000
TypeNum:1367, icd_code:D_405.01, Count:2, avg_rank:2423.000000, Accuracy:0.000000
TypeNum:3617, icd_code:D_236.7, Count:2, avg_rank:3138.500000, Accuracy:0.000000
TypeNum:169, icd_code:D_V14.6, Count:2, avg_rank:2194.500000, Accuracy:0.000000
TypeNum:4466, icd_code:D_738.3, Count:2, avg_rank:3839.000000, Accuracy:0.000000
TypeNum:3397, icd_code:D_425.18, Count:2, avg_rank:3686.000000, Accuracy:0.000000
TypeNum:3798, icd_code:D_123.1, Count:2, avg_rank:2291.000000, Accuracy:0.000000
TypeNum:1851, icd_code:D_V58.44, Count:2, avg_rank:3002.000000, Accuracy:0.000000
TypeNum:2659, icd_code:D_214.3, Count:2, avg_rank:4179.500000, Accuracy:0.000000
TypeNum:4126, icd_code:D_556.0, Count:2, avg_rank:1580.000000, Accuracy:0.000000
TypeNum:2107, icd_code:D_873.20, Count:2, avg_rank:4711.000000, Accuracy:0.000000
TypeNum:3918, icd_code:D_952.08, Count:2, avg_rank:2690.500000, Accuracy:0.000000
TypeNum:720, icd_code:D_296.34, Count:2, avg_rank:2861.500000, Accuracy:0.000000
TypeNum:381, icd_code:D_788.43, Count:2, avg_rank:2316.000000, Accuracy:0.000000
TypeNum:3335, icd_code:D_238.8, Count:2, avg_rank:2763.500000, Accuracy:0.000000
TypeNum:1420, icd_code:D_E000.8, Count:2, avg_rank:1557.000000, Accuracy:0.000000
TypeNum:4790, icd_code:D_154.8, Count:2, avg_rank:1634.000000, Accuracy:0.000000
TypeNum:2316, icd_code:D_389.8, Count:2, avg_rank:2137.000000, Accuracy:0.000000
TypeNum:4459, icd_code:D_558.2, Count:2, avg_rank:4381.500000, Accuracy:0.000000
TypeNum:879, icd_code:D_864.02, Count:2, avg_rank:2393.000000, Accuracy:0.000000
TypeNum:444, icd_code:D_360.01, Count:2, avg_rank:2796.500000, Accuracy:0.000000
TypeNum:3520, icd_code:D_V16.41, Count:2, avg_rank:3300.500000, Accuracy:0.000000
TypeNum:555, icd_code:D_724.01, Count:2, avg_rank:2500.500000, Accuracy:0.000000
TypeNum:2220, icd_code:D_708.9, Count:2, avg_rank:3209.000000, Accuracy:0.000000
TypeNum:3492, icd_code:D_E869.8, Count:2, avg_rank:2426.500000, Accuracy:0.000000
TypeNum:3132, icd_code:D_377.39, Count:2, avg_rank:2077.500000, Accuracy:0.000000
TypeNum:1614, icd_code:D_625.9, Count:2, avg_rank:2315.500000, Accuracy:0.000000
TypeNum:3097, icd_code:D_212.6, Count:2, avg_rank:2718.000000, Accuracy:0.000000
TypeNum:2139, icd_code:D_513.1, Count:2, avg_rank:2069.000000, Accuracy:0.000000
TypeNum:2610, icd_code:D_908.1, Count:2, avg_rank:2748.000000, Accuracy:0.000000
TypeNum:570, icd_code:D_909.9, Count:2, avg_rank:1973.000000, Accuracy:0.000000
TypeNum:2617, icd_code:D_097.1, Count:2, avg_rank:3289.500000, Accuracy:0.000000
TypeNum:2682, icd_code:D_E816.2, Count:2, avg_rank:3570.500000, Accuracy:0.000000
TypeNum:1635, icd_code:D_292.84, Count:2, avg_rank:4550.000000, Accuracy:0.000000
TypeNum:1636, icd_code:D_E855.1, Count:2, avg_rank:2728.500000, Accuracy:0.000000
TypeNum:1461, icd_code:D_052.1, Count:2, avg_rank:2265.500000, Accuracy:0.000000
TypeNum:2780, icd_code:D_438.50, Count:2, avg_rank:2126.000000, Accuracy:0.000000
TypeNum:3821, icd_code:D_424.3, Count:2, avg_rank:3847.000000, Accuracy:0.000000
TypeNum:1968, icd_code:D_E935.6, Count:2, avg_rank:3044.000000, Accuracy:0.000000
TypeNum:800, icd_code:D_170.0, Count:2, avg_rank:1013.000000, Accuracy:0.000000
TypeNum:2976, icd_code:D_604.90, Count:2, avg_rank:3229.000000, Accuracy:0.000000
TypeNum:3289, icd_code:D_777.6, Count:2, avg_rank:129.500000, Accuracy:0.000000
TypeNum:3198, icd_code:D_552.29, Count:2, avg_rank:2012.000000, Accuracy:0.000000
TypeNum:3360, icd_code:D_V54.82, Count:2, avg_rank:1166.500000, Accuracy:0.000000
TypeNum:3361, icd_code:D_V88.21, Count:2, avg_rank:1540.500000, Accuracy:0.000000
TypeNum:4607, icd_code:D_288.62, Count:2, avg_rank:2427.500000, Accuracy:0.000000
TypeNum:2995, icd_code:D_873.60, Count:2, avg_rank:1957.000000, Accuracy:0.000000
TypeNum:935, icd_code:D_173.3, Count:2, avg_rank:2276.000000, Accuracy:0.000000
TypeNum:3039, icd_code:D_297.8, Count:2, avg_rank:1959.000000, Accuracy:0.000000
TypeNum:2695, icd_code:D_242.91, Count:2, avg_rank:2495.000000, Accuracy:0.000000
TypeNum:3457, icd_code:D_164.1, Count:2, avg_rank:2963.500000, Accuracy:0.000000
TypeNum:2481, icd_code:D_470, Count:2, avg_rank:2728.000000, Accuracy:0.000000
TypeNum:4074, icd_code:D_282.62, Count:2, avg_rank:2305.500000, Accuracy:0.000000
TypeNum:4168, icd_code:D_V13.89, Count:2, avg_rank:842.500000, Accuracy:0.000000
TypeNum:1342, icd_code:D_214.4, Count:2, avg_rank:1673.500000, Accuracy:0.000000
TypeNum:4033, icd_code:D_738.8, Count:2, avg_rank:727.500000, Accuracy:0.000000
TypeNum:4237, icd_code:D_357.3, Count:2, avg_rank:2627.000000, Accuracy:0.000000
